ㄉㄨˊ	櫝
ㄉㄨˊ	儥
ㄉㄨˊ	碡
ㄉㄨˊ	殰
ㄉㄨˊ	蝳
ㄉㄨˊ	贕
ㄉㄨˊ	韇
ㄉㄨˊ	韥
ㄉㄨˊ	皾
ㄉㄨㄛ	多
ㄉㄨㄛ	朵
ㄉㄨㄛ	哆
ㄉㄨㄛ	柁
ㄉㄨㄛ	茤
ㄉㄨㄛ	掇
ㄉㄨㄛˇ	躲
ㄉㄨㄛˇ	朵
ㄉㄨㄛˇ	埵
ㄉㄨㄛˇ	垛
ㄉㄨㄛˇ	嚲
ㄉㄨㄛˇ	鬌
ㄉㄨㄛˇ	痑
ㄉㄨㄛˇ	趓
ㄉㄨㄛˇ	朶
ㄉㄨㄛˇ	躱
ㄉㄨㄛˋ	惰
ㄉㄨㄛˋ	墮
ㄉㄨㄛˋ	舵
ㄉㄨㄛˋ	跺
ㄉㄨㄛˋ	剁
ㄉㄨㄛˋ	咄
ㄉㄨㄛˋ	踱
ㄉㄨㄛˋ	馱
ㄉㄨㄛˋ	垛
ㄉㄨㄛˋ	墯
ㄉㄨㄛˋ	嶞
ㄉㄨㄛˋ	柮
ㄉㄨㄛˋ	陏
ㄉㄨㄛˋ	陊
ㄉㄨㄛˋ	度
ㄉㄨㄛˋ	袉
ㄉㄨㄛˋ	貀
ㄉㄨㄛˋ	鵽
ㄉㄨㄛˊ	奪
ㄉㄨㄛˊ	鐸
ㄉㄨㄛˊ	多
ㄉㄨㄛˊ	掇
ㄉㄨㄛˊ	裰
ㄉㄨㄛˊ	剟
ㄉㄨㄛˊ	敪
ㄉㄨㄛˊ	椯
ㄉㄨㄛˊ	剫
ㄉㄨㄛˊ	敓
ㄉㄨㄛˊ	莌
ㄉㄨㄛˊ	毲
ㄉㄨㄛˊ	腏
ㄉㄨㄛˊ	鮵
ㄉㄨㄛˊ	襗
ㄉㄨㄛ˙	掇
ㄉㄨㄟ	堆
ㄉㄨㄟ	頧
ㄉㄨㄟ	痽
ㄉㄨㄟˋ	對
ㄉㄨㄟˋ	隊
ㄉㄨㄟˋ	兌
ㄉㄨㄟˋ	碓
ㄉㄨㄟˋ	懟
ㄉㄨㄟˋ	譈
ㄉㄨㄟˋ	濧
ㄉㄨㄟˋ	薱
ㄉㄨㄟˋ	轛
ㄉㄨㄟˋ	濻
ㄉㄨㄟˋ	瀩
ㄉㄨㄟˋ	憝
ㄉㄨㄣ	敦
ㄉㄨㄣ	蹲
ㄉㄨㄣ	墩
ㄉㄨㄣ	惇
ㄉㄨㄣ	礅
ㄉㄨㄣ	驐
ㄉㄨㄣ	蜳
ㄉㄨㄣ	撉
ㄉㄨㄣ	鐓
ㄉㄨㄣˇ	盹
ㄉㄨㄣˇ	躉
ㄉㄨㄣˋ	頓
ㄉㄨㄣˋ	噸
ㄉㄨㄣˋ	盾
ㄉㄨㄣˋ	鈍
ㄉㄨㄣˋ	遁
ㄉㄨㄣˋ	盹
ㄉㄨㄣˋ	燉
ㄉㄨㄣˋ	沌
ㄉㄨㄣˋ	囤
ㄉㄨㄣˋ	遯
ㄉㄨㄣˋ	炖
ㄉㄨㄣˋ	坉
ㄉㄨㄣˋ	扽
ㄉㄨㄣˋ	伅
ㄉㄨㄣˋ	庉
ㄉㄨㄣˋ	潡
ㄉㄨㄣˋ	崸
ㄉㄨㄣˋ	鶨
ㄉㄨㄣˋ	腞
ㄉㄜˊ	得
ㄉㄜˊ	德
ㄉㄜˊ	淂
ㄉㄜ˙	的
ㄉㄜ˙	得
ㄉㄜ˙	地
ㄉㄠ	刀
ㄉㄠ	叨
ㄉㄠ	忉
ㄉㄠ	舠
ㄉㄠ	氘
ㄉㄠ	幍
ㄉㄠ	魛
ㄉㄠˊ	捯
ㄉㄠˇ	倒
ㄉㄠˇ	島
ㄉㄠˇ	導
ㄉㄠˇ	禱
ㄉㄠˇ	搗
ㄉㄠˇ	擣
ㄉㄠˇ	捯
ㄉㄠˇ	壔
ㄉㄠˇ	禂
ㄉㄠˋ	到
ㄉㄠˋ	道
ㄉㄠˋ	倒
ㄉㄠˋ	稻
ㄉㄠˋ	盜
ㄉㄠˋ	蹈
ㄉㄠˋ	悼
ㄉㄠˋ	導
ㄉㄠˋ	纛
ㄉㄠˋ	翿
ㄉㄠˋ	檤
ㄉㄠˋ	菿
ㄉㄠˋ	瓙
ㄉㄟˇ	得
ㄉㄧ	低
ㄉㄧ	滴
ㄉㄧ	氐
ㄉㄧ	羝
ㄉㄧ	鞮
ㄉㄧ	彽
ㄉㄧ	磾
ㄉㄧ	鍉
ㄉㄧ	袛
ㄉㄧ	菂
ㄉㄧ	墑
ㄉㄧ	熵
ㄉㄧㄝ	爹
ㄉㄧㄝˊ	跌
ㄉㄧㄝˊ	蝶
ㄉㄧㄝˊ	諜
ㄉㄧㄝˊ	碟
ㄉㄧㄝˊ	疊
ㄉㄧㄝˊ	迭
ㄉㄧㄝˊ	牒
ㄉㄧㄝˊ	喋
ㄉㄧㄝˊ	瓞
ㄉㄧㄝˊ	耋
ㄉㄧㄝˊ	絰
ㄉㄧㄝˊ	咥
ㄉㄧㄝˊ	垤
ㄉㄧㄝˊ	堞
ㄉㄧㄝˊ	蜨
ㄉㄧㄝˊ	蹀
ㄉㄧㄝˊ	鰈
ㄉㄧㄝˊ	跕
ㄉㄧㄝˊ	昳
ㄉㄧㄝˊ	峌
ㄉㄧㄝˊ	挕
ㄉㄧㄝˊ	胅
ㄉㄧㄝˊ	苵
ㄉㄧㄝˊ	眣
ㄉㄧㄝˊ	聑
ㄉㄧㄝˊ	臷
ㄉㄧㄝˊ	詄
ㄉㄧㄝˊ	镻
ㄉㄧㄝˊ	艓
ㄉㄧㄝˊ	褋
ㄉㄧㄝˊ	惵
ㄉㄧㄝˊ	楪
ㄉㄧㄝˊ	嶀
ㄉㄧㄡ	丟
ㄉㄧㄡ	銩
ㄉㄧㄥ	丁
ㄉㄧㄥ	釘
ㄉㄧㄥ	叮
ㄉㄧㄥ	疔
ㄉㄧㄥ	酊
ㄉㄧㄥ	盯
ㄉㄧㄥ	仃
ㄉㄧㄥ	玎
ㄉㄧㄥ	帄
ㄉㄧㄥ	靪
ㄉㄧㄥ	虰
ㄉㄧㄥ	町
ㄉㄧㄥˇ	頂
ㄉㄧㄥˇ	鼎
ㄉㄧㄥˇ	酊
ㄉㄧㄥˇ	嵿
ㄉㄧㄥˇ	濎
ㄉㄧㄥˇ	薡
ㄉㄧㄥˋ	定
ㄉㄧㄥˋ	訂
ㄉㄧㄥˋ	釘
ㄉㄧㄥˋ	錠
ㄉㄧㄥˋ	碇
ㄉㄧㄥˋ	飣
ㄉㄧㄥˋ	娗
ㄉㄧㄥˋ	椗
ㄉㄧㄥˋ	掟
ㄉㄧㄥˋ	碠
ㄉㄧㄥˋ	顁
ㄉㄧㄥˋ	萣
ㄉㄧㄥˋ	啶
ㄉㄧㄢ	顛
ㄉㄧㄢ	巔
ㄉㄧㄢ	癲
ㄉㄧㄢ	滇
ㄉㄧㄢ	掂
ㄉㄧㄢ	傎
ㄉㄧㄢ	瘨
ㄉㄧㄢ	敁
ㄉㄧㄢ	蹎
ㄉㄧㄢ	槙
ㄉㄧㄢ	齻
ㄉㄧㄢ	厧
ㄉㄧㄢ	攧
ㄉㄧㄢˇ	點
ㄉㄧㄢˇ	典
ㄉㄧㄢˇ	碘
ㄉㄧㄢˇ	錪
ㄉㄧㄢˇ	婰
ㄉㄧㄢˇ	琠
ㄉㄧㄢˇ	蕇
ㄉㄧㄢˋ	電
ㄉㄧㄢˋ	店
ㄉㄧㄢˋ	殿
ㄉㄧㄢˋ	甸
ㄉㄧㄢˋ	奠
ㄉㄧㄢˋ	墊
ㄉㄧㄢˋ	澱
ㄉㄧㄢˋ	惦
ㄉㄧㄢˋ	靛
ㄉㄧㄢˋ	佃
ㄉㄧㄢˋ	淀
ㄉㄧㄢˋ	玷
ㄉㄧㄢˋ	鈿
ㄉㄧㄢˋ	簟
ㄉㄧㄢˋ	坫
ㄉㄧㄢˋ	痁
ㄉㄧㄢˋ	癜
ㄉㄧㄢˋ	磹
ㄉㄧㄢˋ	阽
ㄉㄧㄢˋ	扂
ㄉㄧㄢˋ	婝
ㄉㄧㄢˋ	踮
ㄉㄧㄢˋ	壂
ㄉㄧˇ	底
ㄉㄧˇ	抵
ㄉㄧˇ	邸
ㄉㄧˇ	詆
ㄉㄧˇ	牴
ㄉㄧˇ	砥
ㄉㄧˇ	氐
ㄉㄧˇ	坻
ㄉㄧˇ	柢
ㄉㄧˇ	弤
ㄉㄧˇ	觝
ㄉㄧˇ	呧
ㄉㄧˇ	阺
ㄉㄧˇ	聜
ㄉㄧˇ	菧
ㄉㄧˇ	軧
ㄉㄧˇ	扺
ㄉㄧˋ	地
ㄉㄧˋ	第
ㄉㄧˋ	弟
ㄉㄧˋ	帝
ㄉㄧˋ	遞
ㄉㄧˋ	蒂
ㄉㄧˋ	的
ㄉㄧˋ	締
ㄉㄧˋ	諦
ㄉㄧˋ	娣
ㄉㄧˋ	睇
ㄉㄧˋ	棣
ㄉㄧˋ	杕
ㄉㄧˋ	玓
ㄉㄧˋ	禘
ㄉㄧˋ	蔕
ㄉㄧˋ	螮
ㄉㄧˋ	踶
ㄉㄧˋ	楴
ㄉㄧˋ	渧
ㄉㄧˋ	碲
ㄉㄧˋ	虳
ㄉㄧˋ	釱
ㄉㄧˋ	樀
ㄉㄧˋ	旳
ㄉㄧˋ	軑
ㄉㄧˋ	梊
ㄉㄧˋ	焍
ㄉㄧˋ	馰
ㄉㄧˋ	墆
ㄉㄧˋ	嵽
ㄉㄧˋ	珶
ㄉㄧˋ	甋
ㄉㄧˋ	坔
ㄉㄧˊ	的
ㄉㄧˊ	敵
ㄉㄧˊ	迪
ㄉㄧˊ	狄
ㄉㄧˊ	笛
ㄉㄧˊ	滌
ㄉㄧˊ	翟
ㄉㄧˊ	荻
ㄉㄧˊ	嫡
ㄉㄧˊ	嘀
ㄉㄧˊ	鏑
ㄉㄧˊ	蹢
ㄉㄧˊ	犒
ㄉㄧˊ	糴
ㄉㄧˊ	覿
ㄉㄧˊ	篴
ㄉㄧˊ	蔋
ㄉㄧˊ	靮
ㄉㄧˊ	梑
ㄉㄧˊ	潪
ㄉㄧˊ	苖
ㄉㄧˊ	嚁
ㄉㄧˊ	鸐
ㄉㄧˊ	藋
ㄉㄧˊ	藡
ㄉㄧ˙	地
ㄉㄧ˙	弟
ㄉㄧㄚ	嗲
ㄉㄧㄠ	雕
ㄉㄧㄠ	凋
ㄉㄧㄠ	刁
ㄉㄧㄠ	貂
ㄉㄧㄠ	鵰
ㄉㄧㄠ	碉
ㄉㄧㄠ	叼
ㄉㄧㄠ	彫
ㄉㄧㄠ	瞗
ㄉㄧㄠ	琱
ㄉㄧㄠ	鯛
ㄉㄧㄠ	扚
ㄉㄧㄠ	蛁
ㄉㄧㄠ	鳭
ㄉㄧㄠ	虭
ㄉㄧㄠ	殦
ㄉㄧㄠˇ	屌
ㄉㄧㄠˋ	調
ㄉㄧㄠˋ	掉
ㄉㄧㄠˋ	釣
ㄉㄧㄠˋ	吊
ㄉㄧㄠˋ	弔
ㄉㄧㄠˋ	窵
ㄉㄧㄠˋ	蓧
ㄉㄧㄠˋ	誂
ㄉㄧㄠˋ	伄
ㄉㄧㄠˋ	魡
ˇ	ˇ
ˋ	ˋ
ㄓ	之
ㄓ	知
ㄓ	隻
ㄓ	織
ㄓ	支
ㄓ	枝
ㄓ	汁
ㄓ	只
ㄓ	吱
ㄓ	芝
ㄓ	脂
ㄓ	肢
ㄓ	蜘
ㄓ	祇
ㄓ	梔
ㄓ	祗
ㄓ	氏
ㄓ	枳
ㄓ	ㄓ
ㄓ	胝
ㄓ	鴟
ㄓ	卮
ㄓ	搘
ㄓ	秖
ㄓ	跖
ㄓ	泜
ㄓ	鳷
ㄓ	汥
ㄓ	秪
ㄓ	榰
ㄓ	胑
ㄓ	衼
ㄓ	椥
ㄓㄡ	周
ㄓㄡ	週
ㄓㄡ	州
ㄓㄡ	洲
ㄓㄡ	舟
ㄓㄡ	粥
ㄓㄡ	賙
ㄓㄡ	啁
ㄓㄡ	盩
ㄓㄡ	譸
ㄓㄡ	輈
ㄓㄡ	喌
ㄓㄡ	騆
ㄓㄡ	鵃
ㄓㄡ	洀
ㄓㄡ	淍
ㄓㄡ	銂
ㄓㄡ	珘
ㄓㄡ	徟
ㄓㄡ	輖
ㄓㄡ	侜
ㄓㄡ	婤
ㄓㄡˇ	帚
ㄓㄡˇ	肘
ㄓㄡˇ	睭
ㄓㄡˇ	鯞
ㄓㄡˋ	晝
ㄓㄡˋ	皺
ㄓㄡˋ	宙
ㄓㄡˋ	紂
ㄓㄡˋ	縐
ㄓㄡˋ	冑
ㄓㄡˋ	咒
ㄓㄡˋ	繇
ㄓㄡˋ	甃
ㄓㄡˋ	籀
ㄓㄡˋ	咮
ㄓㄡˋ	酎
ㄓㄡˋ	僽
ㄓㄡˋ	怞
ㄓㄡˋ	胄
ㄓㄡˋ	噣
ㄓㄡˋ	駎
ㄓㄡˋ	葤
ㄓㄡˊ	軸
ㄓㄡˊ	妯
ㄓㄥ	爭
ㄓㄥ	征
ㄓㄥ	蒸
ㄓㄥ	睜
ㄓㄥ	徵
ㄓㄥ	掙
ㄓㄥ	箏
ㄓㄥ	正
ㄓㄥ	怔
ㄓㄥ	猙
ㄓㄥ	錚
ㄓㄥ	崢
ㄓㄥ	諍
ㄓㄥ	癥
ㄓㄥ	鉦
ㄓㄥ	烝
ㄓㄥ	篜
ㄓㄥ	姃
ㄓㄥ	炡
ㄓㄥ	埩
ㄓㄥ	聇
ㄓㄥ	丁
ㄓㄥ	眐
ㄓㄥˇ	整
ㄓㄥˇ	拯
ㄓㄥˇ	氶
ㄓㄥˇ	撜
ㄓㄥˇ	糽
ㄓㄥˋ	鄭
ㄓㄥˋ	正
ㄓㄥˋ	證
ㄓㄥˋ	政
ㄓㄥˋ	証
ㄓㄥˋ	症
ㄓㄥˋ	掙
ㄓㄥˋ	幀
ㄓㄢ	詹
ㄓㄢ	沾
ㄓㄢ	瞻
ㄓㄢ	氈
ㄓㄢ	霑
ㄓㄢ	旃
ㄓㄢ	譫
ㄓㄢ	鱣
ㄓㄢ	覘
ㄓㄢ	邅
ㄓㄢ	栴
ㄓㄢ	鸇
ㄓㄢ	驙
ㄓㄢ	占
ㄓㄢ	呫
ㄓㄢ	饘
ㄓㄢ	鉆
ㄓㄢ	詀
ㄓㄢ	薝
ㄓㄢ	譠
ㄓㄢˇ	展
ㄓㄢˇ	斬
ㄓㄢˇ	盞
ㄓㄢˇ	輾
ㄓㄢˇ	搌
ㄓㄢˇ	嶄
ㄓㄢˇ	琖
ㄓㄢˇ	魙
ㄓㄢˇ	醆
ㄓㄢˇ	颭
ㄓㄢˇ	樿
ㄓㄢˇ	皽
ㄓㄢˇ	蹍
ㄓㄢˇ	嫸
ㄓㄢˇ	榐
ㄓㄢˇ	橏
ㄓㄢˋ	佔
ㄓㄢˋ	戰
ㄓㄢˋ	站
ㄓㄢˋ	暫
ㄓㄢˋ	占
ㄓㄢˋ	棧
ㄓㄢˋ	顫
ㄓㄢˋ	湛
ㄓㄢˋ	綻
ㄓㄢˋ	蹔
ㄓㄢˋ	蘸
ㄓㄢˋ	虥
ㄓㄢˋ	轏
ㄓㄢˋ	輚
ㄓㄢˋ	偡
ㄓˇ	只
ㄓˇ	指
ㄓˇ	紙
ㄓˇ	止
ㄓˇ	旨
ㄓˇ	址
ㄓˇ	徵
ㄓˇ	祇
ㄓˇ	趾
ㄓˇ	祉
ㄓˇ	咫
ㄓˇ	枳
ㄓˇ	酯
ㄓˇ	恉
ㄓˇ	沚
ㄓˇ	阯
ㄓˇ	芷
ㄓˇ	黹
ㄓˇ	軹
ㄓˇ	疻
ㄓˇ	晊
ㄓˇ	厎
ㄓˇ	坁
ㄓˇ	藢
ㄓˇ	栺
ㄓˇ	淽
ㄓˇ	滍
ㄓˋ	至
ㄓˋ	制
ㄓˋ	治
ㄓˋ	志
ㄓˋ	製
ㄓˋ	致
ㄓˋ	置
ㄓˋ	智
ㄓˋ	秩
ㄓˋ	誌
ㄓˋ	稚
ㄓˋ	質
ㄓˋ	峙
ㄓˋ	緻
ㄓˋ	幟
ㄓˋ	滯
ㄓˋ	摯
ㄓˋ	窒
ㄓˋ	炙
ㄓˋ	痔
ㄓˋ	雉
ㄓˋ	識
ㄓˋ	懥
ㄓˋ	痣
ㄓˋ	輊
ㄓˋ	騭
ㄓˋ	帙
ㄓˋ	陟
ㄓˋ	知
ㄓˋ	寘
ㄓˋ	忮
ㄓˋ	桎
ㄓˋ	躓
ㄓˋ	蛭
ㄓˋ	贄
ㄓˋ	鷙
ㄓˋ	厔
ㄓˋ	鑕
ㄓˋ	豸
ㄓˋ	庤
ㄓˋ	彘
ㄓˋ	猘
ㄓˋ	畤
ㄓˋ	疐
ㄓˋ	紩
ㄓˋ	觶
ㄓˋ	郅
ㄓˋ	銍
ㄓˋ	偫
ㄓˋ	跱
ㄓˋ	遰
ㄓˋ	鋕
ㄓˋ	櫍
ㄓˋ	袟
ㄓˋ	騺
ㄓˋ	淛
ㄓˋ	狾
ㄓˋ	礩
ㄓˋ	胵
ㄓˋ	膣
ㄓˋ	螲
ㄓˋ	挃
ㄓˋ	洷
ㄓˋ	覟
ㄓˋ	庢
ㄓˋ	鴙
ㄓˋ	迣
ㄓˋ	翐
ㄓˋ	臸
ㄓˋ	駤
ㄓˋ	祑
ㄓˋ	觢
ㄓˋ	鴩
ㄓˊ	直
ㄓˊ	職
ㄓˊ	質
ㄓˊ	值
ㄓˊ	植
ㄓˊ	執
ㄓˊ	殖
ㄓˊ	擲
ㄓˊ	姪
ㄓˊ	侄
ㄓˊ	蹠
ㄓˊ	蟄
ㄓˊ	躑
ㄓˊ	桎
ㄓˊ	埴
ㄓˊ	稙
ㄓˊ	摭
ㄓˊ	縶
ㄓˊ	柣
ㄓˊ	犆
ㄓˊ	秷
ㄓˊ	擿
ㄓˊ	馽
ㄓˊ	慹
ㄓˊ	樴
ㄓˊ	膱
ㄓˊ	懫
ㄓˊ	蟙
ㄓˊ	褁
ㄓˊ	瓡
ㄓˊ	嬂
ㄓˊ	蘵
ㄓˊ	値
ㄓㄚ	渣
ㄓㄚ	扎
ㄓㄚ	喳
ㄓㄚ	楂
ㄓㄚ	查
ㄓㄚ	齇
ㄓㄚ	柤
ㄓㄚ	皻
ㄓㄚ	抯
ㄓㄚ	挓
ㄓㄚ	樝
ㄓㄚ	謯
ㄓㄚˇ	眨
ㄓㄚˇ	渣
ㄓㄚˇ	鮓
ㄓㄚˇ	厏
ㄓㄚˇ	苲
ㄓㄚˋ	榨
ㄓㄚˋ	柵
ㄓㄚˋ	炸
ㄓㄚˋ	詐
ㄓㄚˋ	乍
ㄓㄚˋ	搾
ㄓㄚˋ	蚱
ㄓㄚˋ	咋
ㄓㄚˋ	蜡
ㄓㄚˋ	吒
ㄓㄚˋ	溠
ㄓㄚˋ	砟
ㄓㄚˋ	醡
ㄓㄚˋ	鮓
ㄓㄚˋ	痄
ㄓㄚˋ	簎
ㄓㄚˋ	咤
ㄓㄚˊ	扎
ㄓㄚˊ	札
ㄓㄚˊ	紮
ㄓㄚˊ	閘
ㄓㄚˊ	炸
ㄓㄚˊ	霅
ㄓㄚˊ	鍘
ㄓㄚˊ	哳
ㄓㄚˊ	劄
ㄓㄚˊ	蚻
ㄓㄚˊ	譗
ㄓㄚˊ	蠿
ㄓㄞ	摘
ㄓㄞ	齋
ㄓㄞ	齊
ㄓㄞ	捚
ㄓㄞˇ	窄
ㄓㄞˇ	岝
ㄓㄞˋ	債
ㄓㄞˋ	寨
ㄓㄞˋ	祭
ㄓㄞˋ	責
ㄓㄞˋ	瘵
ㄓㄞˋ	砦
ㄓㄞˊ	宅
ㄓㄞˊ	翟
ㄓㄤ	張
ㄓㄤ	章
ㄓㄤ	彰
ㄓㄤ	漳
ㄓㄤ	樟
ㄓㄤ	璋
ㄓㄤ	獐
ㄓㄤ	嫜
ㄓㄤ	暲
ㄓㄤ	鄣
ㄓㄤ	蟑
ㄓㄤ	鱆
ㄓㄤ	慞
ㄓㄤ	傽
ㄓㄤ	墇
ㄓㄤ	騿
ㄓㄤ	遧
ㄓㄤˇ	長
ㄓㄤˇ	掌
ㄓㄤˇ	漲
ㄓㄤˇ	仉
ㄓㄤˇ	鞝
ㄓㄤˋ	丈
ㄓㄤˋ	仗
ㄓㄤˋ	帳
ㄓㄤˋ	障
ㄓㄤˋ	賬
ㄓㄤˋ	脹
ㄓㄤˋ	杖
ㄓㄤˋ	漲
ㄓㄤˋ	長
ㄓㄤˋ	幛
ㄓㄤˋ	瘴
ㄓㄤˋ	嶂
ㄓㄤˋ	扙
ㄓㄤˋ	瞕
ㄓㄤˋ	粀
ㄓㄨ	珠
ㄓㄨ	朱
ㄓㄨ	諸
ㄓㄨ	株
ㄓㄨ	豬
ㄓㄨ	蛛
ㄓㄨ	茱
ㄓㄨ	硃
ㄓㄨ	誅
ㄓㄨ	銖
ㄓㄨ	侏
ㄓㄨ	洙
ㄓㄨ	瀦
ㄓㄨ	邾
ㄓㄨ	櫫
ㄓㄨ	櫧
ㄓㄨ	祩
ㄓㄨ	藷
ㄓㄨ	絑
ㄓㄨ	袾
ㄓㄨ	觰
ㄓㄨ	鴸
ㄓㄨ	蠩
ㄓㄨ	蝫
ㄓㄨ	鮢
ㄓㄨ	藸
ㄓㄨㄥ	中
ㄓㄨㄥ	鐘
ㄓㄨㄥ	終
ㄓㄨㄥ	忠
ㄓㄨㄥ	鍾
ㄓㄨㄥ	衷
ㄓㄨㄥ	忪
ㄓㄨㄥ	盅
ㄓㄨㄥ	螽
ㄓㄨㄥ	伀
ㄓㄨㄥ	妐
ㄓㄨㄥ	蔠
ㄓㄨㄥ	柊
ㄓㄨㄥ	煄
ㄓㄨㄥ	彸
ㄓㄨㄥ	舯
ㄓㄨㄥ	炂
ㄓㄨㄥ	籦
ㄓㄨㄥˇ	種
ㄓㄨㄥˇ	腫
ㄓㄨㄥˇ	塚
ㄓㄨㄥˇ	踵
ㄓㄨㄥˇ	冢
ㄓㄨㄥˋ	中
ㄓㄨㄥˋ	種
ㄓㄨㄥˋ	重
ㄓㄨㄥˋ	仲
ㄓㄨㄥˋ	眾
ㄓㄨㄥˋ	尰
ㄓㄨㄥˋ	湩
ㄓㄨㄥˋ	狆
ㄓㄨㄥˋ	衶
ㄓㄨㄥˋ	偅
ㄓㄨㄥˋ	堹
ㄓㄨㄥˋ	緟
ㄓㄨㄢ	專
ㄓㄨㄢ	磚
ㄓㄨㄢ	耑
ㄓㄨㄢ	顓
ㄓㄨㄢ	塼
ㄓㄨㄢ	鄟
ㄓㄨㄢ	鱄
ㄓㄨㄢ	剸
ㄓㄨㄢ	嫥
ㄓㄨㄢ	瑼
ㄓㄨㄢ	篿
ㄓㄨㄢ	鷒
ㄓㄨㄢ	膞
ㄓㄨㄢ	蟤
ㄓㄨㄢˇ	轉
ㄓㄨㄢˇ	囀
ㄓㄨㄢˋ	傳
ㄓㄨㄢˋ	賺
ㄓㄨㄢˋ	篆
ㄓㄨㄢˋ	撰
ㄓㄨㄢˋ	譔
ㄓㄨㄢˋ	饌
ㄓㄨㄢˋ	轉
ㄓㄨㄢˋ	僎
ㄓㄨㄢˋ	瑑
ㄓㄨㄢˋ	縳
ㄓㄨㄢˋ	腞
ㄓㄨˇ	主
ㄓㄨˇ	屬
ㄓㄨˇ	煮
ㄓㄨˇ	囑
ㄓㄨˇ	貯
ㄓㄨˇ	渚
ㄓㄨˇ	矚
ㄓㄨˇ	著
ㄓㄨˇ	麈
ㄓㄨˇ	拄
ㄓㄨˇ	瘃
ㄓㄨˇ	斸
ㄓㄨˇ	砫
ㄓㄨˇ	陼
ㄓㄨˇ	孎
ㄓㄨˇ	壴
ㄓㄨˇ	罜
ㄓㄨˇ	欘
ㄓㄨˇ	泞
ㄓㄨˇ	眝
ㄓㄨˋ	住
ㄓㄨˋ	著
ㄓㄨˋ	助
ㄓㄨˋ	注
ㄓㄨˋ	祝
ㄓㄨˋ	駐
ㄓㄨˋ	註
ㄓㄨˋ	柱
ㄓㄨˋ	蛀
ㄓㄨˋ	鑄
ㄓㄨˋ	炷
ㄓㄨˋ	苧
ㄓㄨˋ	佇
ㄓㄨˋ	箸
ㄓㄨˋ	杼
ㄓㄨˋ	紵
ㄓㄨˋ	翥
ㄓㄨˋ	宁
ㄓㄨˋ	柷
ㄓㄨˋ	羜
ㄓㄨˋ	馵
ㄓㄨˋ	疰
ㄓㄨˋ	莇
ㄓㄨˋ	鉒
ㄓㄨˋ	紸
ㄓㄨˋ	嵀
ㄓㄨˋ	跓
ㄓㄨˋ	軴
ㄓㄨˋ	樦
ㄓㄨˋ	麆
ㄓㄨˋ	櫡
ㄓㄨˋ	殶
ㄓㄨˋ	諔
ㄓㄨˋ	着
ㄓㄨˊ	竹
ㄓㄨˊ	築
ㄓㄨˊ	逐
ㄓㄨˊ	燭
ㄓㄨˊ	蠋
ㄓㄨˊ	筑
ㄓㄨˊ	竺
ㄓㄨˊ	朮
ㄓㄨˊ	躅
ㄓㄨˊ	舳
ㄓㄨˊ	軸
ㄓㄨˊ	窋
ㄓㄨˊ	蓫
ㄓㄨˊ	笁
ㄓㄨˊ	趉
ㄓㄨˊ	鱁
ㄓㄨˊ	灟
ㄓㄨˊ	蠾
ㄓㄨˊ	茿
ㄓㄨˊ	篫
ㄓㄨㄚ	抓
ㄓㄨㄚ	撾
ㄓㄨㄚ	髽
ㄓㄨㄚ	檛
ㄓㄨㄚˇ	爪
ㄓㄨㄞ	拽
ㄓㄨㄞˇ	跩
ㄓㄨㄞˋ	拽
ㄓㄨㄤ	裝
ㄓㄨㄤ	莊
ㄓㄨㄤ	樁
ㄓㄨㄤ	妝
ㄓㄨㄤ	粧
ㄓㄨㄤ	庄
ㄓㄨㄤ	梉
ㄓㄨㄤˇ	奘
ㄓㄨㄤˋ	狀
ㄓㄨㄤˋ	壯
ㄓㄨㄤˋ	撞
ㄓㄨㄤˋ	戇
ㄓㄨㄤˋ	焋
ㄓㄨㄛ	捉
ㄓㄨㄛ	桌
ㄓㄨㄛ	涿
ㄓㄨㄛ	棹
ㄓㄨㄛ	穛
ㄓㄨㄛˊ	卓
ㄓㄨㄛˊ	茁
ㄓㄨㄛˊ	濁
ㄓㄨㄛˊ	拙
ㄓㄨㄛˊ	濯
ㄓㄨㄛˊ	酌
ㄓㄨㄛˊ	灼
ㄓㄨㄛˊ	著
ㄓㄨㄛˊ	啄
ㄓㄨㄛˊ	鐲
ㄓㄨㄛˊ	擢
ㄓㄨㄛˊ	琢
ㄓㄨㄛˊ	諑
ㄓㄨㄛˊ	倬
ㄓㄨㄛˊ	斲
ㄓㄨㄛˊ	斮
ㄓㄨㄛˊ	梲
ㄓㄨㄛˊ	椓
ㄓㄨㄛˊ	焯
ㄓㄨㄛˊ	蝃
ㄓㄨㄛˊ	踔
ㄓㄨㄛˊ	鷟
ㄓㄨㄛˊ	彴
ㄓㄨㄛˊ	汋
ㄓㄨㄛˊ	斫
ㄓㄨㄛˊ	禚
ㄓㄨㄛˊ	篧
ㄓㄨㄛˊ	浞
ㄓㄨㄛˊ	棳
ㄓㄨㄛˊ	謶
ㄓㄨㄛˊ	錣
ㄓㄨㄛˊ	啅
ㄓㄨㄛˊ	罬
ㄓㄨㄛˊ	斀
ㄓㄨㄛˊ	蠗
ㄓㄨㄛˊ	圴
ㄓㄨㄛˊ	剢
ㄓㄨㄛˊ	灂
ㄓㄨㄛˊ	着
ㄓㄨㄟ	追
ㄓㄨㄟ	錐
ㄓㄨㄟ	椎
